,Title,Published_date,views,likes,favoriteCount,Month
824,Live-Feature Engineering-All Techniques To Handle Categorical Features - Day 4,2020-07-16,36645,1201,0,Jul
825,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 3,2020-07-15,45806,1325,0,Jul
826,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 2,2020-07-14,49660,1556,0,Jul
827,Pytorch Tutorial 2-Understanding Of Tensors Using Pytorch,2020-07-14,13535,321,0,Jul
828,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 1,2020-07-13,91179,3003,0,Jul
829,Live Unboxing MSI Laptop For Machine Learning And Deep Learning,2020-07-12,18536,342,0,Jul
830,Pytorch Tutorial 1-Pytorch Installation For Deep Learning,2020-07-12,32728,611,0,Jul
831,Live Discussion Of Roles And Responsibilities In Data Science Project- Further Announcements,2020-07-11,5849,417,0,Jul
832,Live- How To Approach Interviews For Data Science,2020-07-10,8382,609,0,Jul
833,Live- Implementation Of Malaria Disease Using Deep Learning End To End Projects With Deployment,2020-07-09,44437,1179,0,Jul
834,Live Summary- Memory Profiler In Python- How To Effectively Check Your Code Quality With Memory,2020-07-08,9357,217,0,Jul
835,Live- Implementation Of 7 HealthCare End To End Projects With Deployment,2020-07-08,55429,1473,0,Jul
836,Summary Recap Of Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-07,22880,625,0,Jul
837,Summary Of Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-07,8836,313,0,Jul
838,Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-06,82854,2886,0,Jul
839,Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-05,134640,4686,0,Jul
840,Live- Implementation of Cricket Score Prediction App With Deployment For IPL(Sport Analytics),2020-07-04,50162,2124,0,Jul
841,Summary of Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-04,2854,201,0,Jul
842,Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-03,10305,884,0,Jul
843,Live Discussion - How To Read Research Papers As A Data Scientist,2020-07-03,4555,221,0,Jul
844,Live Project-Stock Sentiment Analysis using News Headlines Machine Learning,2020-07-02,53322,1853,0,Jul
845,Live Session-Implementing Deep Learning Project From Scratch To Deployment- Heroku(Car Brand Class),2020-07-01,62799,1275,0,Jul
846,Live- Implementation of End To End Kaggle Machine Learning Project With Deployment,2020-06-30,418495,11523,0,Jun
847,Live-3 Weeks Big Data With Pyspark Community Classes Announcement For EveryOne For Free,2020-06-29,9541,455,0,Jun
848,Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29,23651,565,0,Jun
849,Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29,5804,212,0,Jun
850,Live Discussion - How To Read Research Papers As A Data Scientist,2020-06-28,5274,201,0,Jun
851,Live Discussion of Resume Of Data Scientist,2020-06-27,16575,524,0,Jun
852,Live Discussion of Resume Of Data Scientist,2020-06-27,4138,267,0,Jun
853,Encoder And Decoder- Neural Machine Learning Language Translation Tutorial With Keras- Deep Learning,2020-06-27,48080,779,0,Jun
854,How To Prepare For Applying Freelancing Jobs For Data Science,2020-06-26,14260,568,0,Jun
855,Amazing Guidelines For Creating GitHub Profiles For Data Scientist,2020-06-25,29012,1006,0,Jun
856,Impact Of Artificial Intelligence On Employment- Data Science,2020-06-24,5342,236,0,Jun
857,Indian Paper Currency Predictor- Data Science Projects From Subscribers,2020-06-23,6019,207,0,Jun
858,Deployment Of Machine Learning PIPELINES Using Dockers and Kubernetes,2020-06-23,32453,648,0,Jun
859,Biggest Hurdles In AI Adoption Faced By Executives And Companies| Data Science,2020-06-22,2723,131,0,Jun
860,Live Q&A -  Future Videos To Come Regarding Data Science,2020-06-21,4110,148,0,Jun
861,All Automated Machine Learning Libraries At One Place- Project From Subscribers,2020-06-21,6950,309,0,Jun
862,Interesting Facts And Stats On Artificial Language,2020-06-20,2626,127,0,Jun
863,How To Debug Logs And Web Application In Heroku|Data Science,2020-06-20,30508,518,0,Jun
864,Building Automated Exploratory Data Analysis Project- Project From Subscriber,2020-06-20,11127,488,0,Jun
865,Important Point To Consider When Implementing Data Science Projects & Interviews-Must For Everyone,2020-06-19,5289,407,0,Jun
866,Twitter Tweet's Analyzer Using Streamlit Web App- Projects From Subscribers,2020-06-19,7280,226,0,Jun
867,Deploy Streamlit WebApp ML Models In Heroku(PAAS)- Data Science,2020-06-18,17727,403,0,Jun
868,The Correct Guidance To Learn Deep Learning Techniques|Sharing My Experience,2020-06-17,13734,838,0,Jun
869,Be Aware Of Data Science Job Description And Assignment,2020-06-16,15801,967,0,Jun
870,Sequence To Sequence Learning With Neural Networks| Encoder And Decoder In-depth Intuition,2020-06-16,61565,1486,0,Jun
871,Salary By Developer Type Based On Experience|Analyzing Stack Overflow Developer Survey 2020,2020-06-15,3118,99,0,Jun
872,Live Q&A  Data Science,2020-06-14,4415,142,0,Jun
873,How To Perform Post Pruning In Decision Tree? Prevent Overfitting- Data Science,2020-06-14,28833,743,0,Jun
874,Most Popular Databases Used By Professionals,2020-06-14,4983,151,0,Jun
875,"Most Loved, Dreaded And Wanted Programming Languages",2020-06-13,14291,140,0,Jun
876,Deploy Machine Learning Models Using StreamLit Library- Data Science,2020-06-13,56491,1016,0,Jun
877,Hummingbird-Run Traditional Machine Learning model on Deep Neural Network frameworks-Data Science,2020-06-13,16465,265,0,Jun
878,Develop Your First Deep Learning End To End Project As A Beginner In Data Science in 30 minutes,2020-06-12,36789,887,0,Jun
879,Give Away Results Of Abhishek Thakur New Books- Best Of Luck,2020-06-11,3857,149,0,Jun
880,4 End To End Projects Till Deployment For Beginners In Data Science| All You Have To Do Is Learn,2020-06-10,56452,2275,0,Jun
881,How To Convert Business Ideas And Opportunities Into Data Science Projects?,2020-06-10,5670,276,0,Jun
882,Is Age A Barrier To Get Into Data Science? Misconception,2020-06-09,12143,607,0,Jun
883,"Guidance Towards Data Science|Panel Discussion With Dhaval, Ken Jee And Data Professor",2020-06-08,12827,710,0,Jun
884,All You Want To Know About Kaggle-  Podcast With Abhishek Thakur Kaggle Grandmaster- Give Away Books,2020-06-07,27626,1375,0,Jun
885,Perform EDA In Seconds With Visualization Using SweetViz Library,2020-06-06,23267,1011,0,Jun
886,Tips For Resume Preparation For None Coding Background For Data Science- Podcast Summary,2020-06-06,4448,183,0,Jun
887,Free Statistics Community Live Classes For All|Initiative To Give To Data Science Community,2020-06-05,12035,635,0,Jun
888,Successful Transition From Finance Domain To Data Science- Author Of PyCaret| Podcast Summary,2020-06-05,2115,68,0,Jun
889,Should We Learn All Data Science LifeCycle Even Though We Have Automated Libraries|Author Of PyCaret,2020-06-05,2834,112,0,Jun
890,How To Read And Process Huge Datasets in Seconds Using Vaex Library| Data Science| Machine Learning,2020-06-04,20361,645,0,Jun
891,Perform Exploratory Data Analysis In Minutes- Data Science| Machine Learning,2020-06-03,57945,1886,0,Jun
892,Best Website Blogs For Data Science Tutorials|Important For Everyone,2020-06-02,9578,498,0,Jun
893,Julia Vs R Vs Python Programming Language For Data Science,2020-06-01,13009,361,0,Jun
894,Python Vs R Programming Language- Which One Should You Choose?,2020-05-31,14264,426,0,May
895,Top Data Science Communities to Join For Learning | Must For Making Transition To Data Science,2020-05-31,20190,608,0,May
896,StackOverflow Developer Survey 2020 Overview,2020-05-30,2183,74,0,May
897,Implement Kaggle Fake News Classifier Using Bidirectional LSTM RNN,2020-05-30,20565,500,0,May
898,Bidirectional RNN Indepth Intuition- Deep Learning Tutorial,2020-05-30,35394,960,0,May
899,How To Contribute To Open Source Data Science Projects And Libraries,2020-05-29,10447,482,0,May
900,Blue Yeti Mic Unboxing - Best Mic For Youtube Videos Recordings,2020-05-28,1791,83,0,May
901,Data Science Vs Data Mining,2020-05-28,13530,476,0,May
902,Live Q&A DATA SCIENCE,2020-05-27,3315,101,0,May
903,Whether Data Science Is Becoming Software Engineering?,2020-05-26,7573,335,0,May
904,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,2020-05-25,318613,6051,0,May
905,How To Create Your Own Brand As A Data Scientist? Yes You Can Do It,2020-05-24,9181,452,0,May
906,Conversation with the Author of PyCaret-Career Transition from Finance to Data Science,2020-05-24,5419,239,0,May
907,Lets Implement LSTM RNN Models For Univariate Time Series Forecasting- Deep Learning,2020-05-23,65560,1183,0,May
908,"Docker Tutorial 6- Writing, Building And Running Docker Image| Machine Learning",2020-05-23,30238,527,0,May
909,Why OOPS Concepts Is Must For Implementing Complex Data Science Projects,2020-05-22,9771,451,0,May
910,Did You Improve Your Productivity During This Lockdown?- Data Science - Sharing My Experience,2020-05-21,4612,228,0,May
911,Docker Tutorial 5- Understanding Docker Commands- Machine Learning,2020-05-21,22117,623,0,May
912,Atmanirbhar- Let's Become Specialized Data Scientist,2020-05-20,8683,605,0,May
913,Docker Tutorial 4-Docker Installation instructions In Windows And Other OS | Machine Learning,2020-05-20,26134,371,0,May
914,Kaggle Faker News Classifier Using LSTM- Deep LEarning| Natural Language Processing,2020-05-19,69445,1293,0,May
915,Successful Transition Story From Civil Engineer To A Data Scientist,2020-05-18,35123,1011,0,May
916,Live Q&A Data Science,2020-05-17,11645,374,0,May
917,Please Help Each Other To Pass This Crisis- Motivation(Important For Everyone),2020-05-17,2138,174,0,May
918,Docker Tutorial 3-Deploying Machine Learning Models Using Flask And Flasgger,2020-05-17,35778,668,0,May
919,Docker Tutorial 2- Building A Flask App For A Bank Note Authentication,2020-05-16,46739,1087,0,May
920,Successful Transition Story From Mechanical Engineer To A Data Scientist,2020-05-16,43140,1396,0,May
921,How To Stay Relevant in Data Science Industry- Sharing My Experience,2020-05-15,5291,300,0,May
922,"Docker Tutorial 1- Why and What is Docker, Dockers Containers, Virtualization In Machine Learning",2020-05-14,88319,2552,0,May
923,Gradient Boosting Complete Maths Indepth Intuiton Explained| Machine Learning- Part2,2020-05-14,67680,1543,0,May
924,Neural Network 3d Visualization Framework- Deep Learning,2020-05-13,4536,225,0,May
925,Develop your Neural Network Like A Google Deep Learning Developer,2020-05-12,28829,1208,0,May
926,Gradient Boosting In Depth Intuition- Part 1 Machine Learning,2020-05-11,123724,2820,0,May
927,Feedback Regarding The Initiative To Give Back To The Data Science Community- Ft: Ineuron,2020-05-10,2672,157,0,May
928,Implementing Word Embedding Using Keras- NLP | Deep Learning,2020-05-10,65534,1486,0,May
929,Machine Learning Challenge Or Competition For EveryOne Ft: Ineuron,2020-05-09,5121,199,0,May
930,My Laptop Lenovo Legion Y 540 Performance After Using 1 Month,2020-05-09,36783,929,0,May
931,Word Embedding - Natural  Language Processing| Deep Learning,2020-05-08,106058,2606,0,May
932,FAKE NEWS CLASSIFIER WITH MACHINE LEARNING ALGORITHMS USING Natural Language Processing- PART 2,2020-05-08,24984,402,0,May
933,FAKE NEWS CLASSIFIER WITH MACHINE LEARNING ALGORITHMS USING Natural Language Processing- PART 1,2020-05-07,70504,1169,0,May
934,Free Data Science Project Architecture And Resume Building Sessions- Giving Back To DS Community,2020-05-06,11154,600,0,May
935,All About Recessions And Its Impact Due To These Recent Events,2020-05-05,6527,316,0,May
936,Machine Learning-Bias And Variance In Depth Intuition| Overfitting Underfitting,2020-05-04,172056,5357,0,May
937,Who Are My Channel Audience? (Important Message For Everyone),2020-05-03,10274,980,0,May
938,Natural Language Processing|TF-IDF Intuition| Text Prerocessing,2020-05-02,142860,4290,0,May
939,Natural Language Processing|Bag Of Words Intuition,2020-05-02,112220,2593,0,May
940,Natural Language Processing| Stemming And Lemmatization Intuition,2020-05-02,81893,1997,0,May
941,Maths Intuition Behind Support Vector Machine Part 2 | Machine Learning Data Science,2020-05-02,135808,3922,0,May
942,Are Certification Necessary For Data Science?,2020-05-01,28549,1464,0,May
943,How To Develop Multi Output Regression Models With Python- Machine Learning,2020-05-01,14629,301,0,May
944,Impacts On Hiring For Jobs Due To The Recent Events,2020-04-30,11829,576,0,Apr
945,Hottest Domains To Work To Get Into Data Science Careers,2020-04-29,19812,876,0,Apr
946,Support Vector Machine (SVM) Basic Intuition- Part 1| Machine Learning,2020-04-28,240172,6097,0,Apr
947,How To visualize Decision Tree In Random Forest- Machine Learning,2020-04-28,10323,214,0,Apr
948,Easy Way To Visualize Decision Tree- Machine Learning Algorithm,2020-04-27,16912,360,0,Apr
949,Automate Anomaly Detection Using Pycaret -Data Science And Machine Learning,2020-04-27,25702,577,0,Apr
950,Who Is The Best Person To Judge You? Motivational Talks,2020-04-26,3264,279,0,Apr
951,Live Q&A Data Science,2020-04-26,5176,207,0,Apr
952,Free Python Live Sessions For Data Science-  Initiative To Give Back To Data Science Community,2020-04-25,11426,445,0,Apr
953,Step By Step Process To Learn Machine Learning Algorithm Efficiently,2020-04-24,59257,2665,0,Apr
954,Do Not Memorize Code In Data Science. Just Google It(Important For Freshers And Experienced),2020-04-23,34383,2116,0,Apr
955,Giving Back To The Data Science Community Initiative- Free Tableau and Power BI Live Sessions,2020-04-22,17063,720,0,Apr
956,Tutorial 49- How To Apply Naive Bayes' Classifier On Text Data (NLP)- Machine Learning,2020-04-21,72143,1656,0,Apr
957,Tutorial 48- Naive Bayes' Classifier Indepth Intuition-  Machine Learning,2020-04-20,202272,5265,0,Apr
958,Tutorial 47- Bayes' Theorem| Conditional Probability- Machine Learning,2020-04-19,198849,4187,0,Apr
959,Solving Kaggle Credit Card Fraud Detection Using Pycaret Library- Data Science,2020-04-18,16413,460,0,Apr
960,Sharing My Experience- How Teaching Has Improved My Data Science Skills,2020-04-17,2105,176,0,Apr
961,Automate LifeCycle Of Data Science Projects By Using This Open Source Library,2020-04-14,11154,407,0,Apr
962,Teachable  Machine By Google- Train Your Model With Ease,2020-04-13,10930,336,0,Apr
963,How to Build A Data Science Portfolio That Can Get You Jobs?,2020-04-12,47285,2244,0,Apr
964,Live Q&A Data Science,2020-04-12,3480,163,0,Apr
965,Tutorial 42-How To Find Optimal Threshold For Binary Classification - Data Science,2020-04-11,48595,1048,0,Apr
966,How Should You Explain Your Data Science Projects To Recruiters?- Must Watch For Everyone,2020-04-10,60038,2791,0,Apr
967,Tutorial 12 PowerQuery DateTime Functions,2020-04-10,3451,62,0,Apr
968,Tutorial 11 PowerQuery Merge Queries,2020-04-10,2692,46,0,Apr
969,Tutorial 10 PowerQuery Append Queries,2020-04-10,2818,46,0,Apr
970,Tutorial 9 - PowerQuery Text Transformation,2020-04-10,3463,46,0,Apr
971,Tutorial 8-Power Query Add And Transform Column,2020-04-10,3993,50,0,Apr
972,Tutorial 7- Data Types In PowerBI,2020-04-10,5097,65,0,Apr
973,Tutorial 6- Introduction And In Depth Understanding of Power Query(ETL),2020-04-10,8110,98,0,Apr
974,Tutorial 5- Introduction To Power BI Desktop,2020-04-10,6360,78,0,Apr
975,Tutorial 4- Power BI Installation,2020-04-10,6333,70,0,Apr
976,Tutorial 3- Introduction To Power BI,2020-04-10,6206,71,0,Apr
977,Tutorial 2- What Is Business Intelligence?,2020-04-10,9000,118,0,Apr
978,Tutorial 1 Power BI Course Overview. What All We Will Learn?,2020-04-10,22690,299,0,Apr
979,Feature Engineering-How to Transform Data to Better Fit The Gaussian Distribution-Data Science,2020-04-09,20549,544,0,Apr
980,My Recording Gears For Data Science Videos,2020-04-07,4677,232,0,Apr
981,Tutorial 7- FAQ Chatbot Using RASA NLU- Conclusion and Further Work,2020-04-06,3869,61,0,Apr
982,Tutorial 6- FAQ Chatbot Using RASA NLU- Telegram Integration,2020-04-06,7623,74,0,Apr
983,Tutorial 5- FAQ Chatbot Using RASA NLU- FAQ Chatbot Implementation,2020-04-06,9394,76,0,Apr
984,Tutorial 4- FAQ Chatbot Using RASA NLU- FAQ Problem Statement,2020-04-06,5960,45,0,Apr
985,Tutorial 3- FAQ Chatbot Using RASA NLU- Introduction To RASA,2020-04-06,14076,125,0,Apr
986,Tutorial 2- FAQ Chatbot Using RASA NLU- Chatbot Introduction,2020-04-06,11085,73,0,Apr
987,Tutorial 1- FAQ Chatbot Using RASA NLU,2020-04-06,19616,132,0,Apr
988,Why Domain Knowledge Is Important For Data Scientist?,2020-04-05,3477,173,0,Apr
989,How Do I Learn Complex Topics In Machine Learning And Deep Learning?,2020-04-04,5381,313,0,Apr
990,Tableau Tutorial BI- Bar Graph KPI,2020-04-01,3907,40,0,Apr
991,Tableau Tutorial BI- Market Basket Analysis,2020-04-01,6297,70,0,Apr
992,Tableau Tutorial BI- Sunburst Pie Charts,2020-04-01,5468,46,0,Apr
993,Tutorial 8-Weather Chatbot Project Using Azure Luis- Conclusion,2020-04-01,3098,23,0,Apr
994,Tutorial 7-Weather Chatbot Project Using Azure Luis- Integration With Telegram,2020-04-01,3362,14,0,Apr
995,Tutorial 6-Weather Chatbot Project Using Azure Luis- Deployment Of Chatbot,2020-04-01,4077,17,0,Apr
996,Tutorial 5-Weather Chatbot Project Using Luis-  Building the Python App,2020-04-01,7325,41,0,Apr
997,Tutorial 4-Weather Chatbot Project Using Luis-  Building the Luis App,2020-04-01,8993,59,0,Apr
998,Tutorial 3- Weather Chatbot Project Using Luis-  Problem Statement,2020-04-01,5990,25,0,Apr
999,Tutorial 2-Weather Chatbot Project Using Azure Luis- Chatbot Introduction,2020-04-01,7429,45,0,Apr
1000,Tutorial 1 Weather Chatbot Project Using Azure Luis Outline,2020-04-01,13173,77,0,Apr
1001,"Tableau Tutorial BI- Scatter Plot, Bar Chart, Histogram",2020-03-31,5458,75,0,Mar
1002,arXiv.org- Find Research Papers And Scholarly Articles In Data Science,2020-03-30,5766,203,0,Mar
1003,Tutorial 28-MultiCollinearity In Linear Regression- Part 2,2020-03-29,70145,1201,0,Mar
1004,Live Q&A Data Science- Charity Towards PM Relief Fund,2020-03-29,4711,224,0,Mar
1005,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation- Continuation,2020-03-28,4807,56,0,Mar
1006,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation,2020-03-28,6805,80,0,Mar
1007,Utilize This Time For Learning Skills And Improving Productivity- Saturday Motivation,2020-03-28,2027,108,0,Mar
1008,Tableau Tutorial BI- Data Connection & Charts,2020-03-28,10541,161,0,Mar
1009,Tableau Tutorial BI -Tableau Overview,2020-03-27,25055,249,0,Mar
1010,Tableau Tutorial BI -Tableau Pricing In Details,2020-03-27,9543,77,0,Mar
1011,Tableau Tutorial BI -Project Architecture Of a BI Project,2020-03-27,8989,97,0,Mar
1012,Tableau Tutorial BI-Tableau Desktop Architecture,2020-03-27,11156,115,0,Mar
1013,Tableau Tutorial BI -Tableau Introduction,2020-03-27,12865,126,0,Mar
1014,Friday Live Q&A- Data Science,2020-03-27,2183,109,0,Mar
1015,Chatbot With Google Dialoglow-  Summary And Further Work,2020-03-27,5319,62,0,Mar
1016,Chatbot With Google Dialoglow- Integration With Telegram,2020-03-27,7216,54,0,Mar
1017,Chatbot With Google Dialoglow- Implementing The FulFillment,2020-03-27,10037,78,0,Mar
1018,Chatbot With Google Dialoglow- Building The Solution,2020-03-27,11443,83,0,Mar
1019,Chatbot With Google Dialogflow- Business Problem- Let's Build The Chatbot,2020-03-27,10452,91,0,Mar
1020,Chatbot With Google Dialogflow- Understanding The Framework,2020-03-27,19139,225,0,Mar
1021,Chatbot With Google Dialogflow- Chatbot Fundamentals,2020-03-27,15616,96,0,Mar
1022,End to End Chatbot with Deployment And Custom Service Integration,2020-03-27,28501,226,0,Mar
1023,Live Q&A,2020-03-25,2626,177,0,Mar
1024,Live Q&A Showing My Workspace,2020-03-25,2300,107,0,Mar
1025,I have Reordered My Complete Machine Learning And Deep Learning Playlist- Complete it in 21 days,2020-03-25,5934,277,0,Mar
1026,Interview Questions On Statistics - Data Science Interviews,2020-03-25,22510,739,0,Mar
1027,Some Quick and Important Announcements,2020-03-25,4485,261,0,Mar
1028,Spearman's rank correlation coefficient- Statistics,2020-03-24,50872,1101,0,Mar
1029,Tutorial 34- LSTM Recurrent Neural Network In Depth Intuition,2020-03-24,117243,1900,0,Mar
1030,Time Management- How Do I Efficiently Manage My Time?  My Experience- Motivation,2020-03-23,5868,330,0,Mar
1031,Interview Questions On Decision Tree- Data Science,2020-03-23,29120,958,0,Mar
1032,Performance Metrics On MultiClass Classification Problems,2020-03-23,43024,880,0,Mar
1033,Time Complexity Of Machine Learning Models- Interview Questions- Data Science,2020-03-22,4894,170,0,Mar
1034,Tutorial 36- Logistic Regression Mutliclass Classification(OneVsRest)- Part 3| Data Science,2020-03-21,65314,1517,0,Mar
1035,Saturday Live Q&A,2020-03-21,2530,146,0,Mar
1036,Performance Metrics Interview Questions- Data Science,2020-03-21,13542,399,0,Mar
1037,Data Science Interview Questions- Multicollinearity In Linear And Logistic Regression,2020-03-20,28032,838,0,Mar
1038,What is Social Distancing?,2020-03-20,1261,68,0,Mar
1039,Face Recognition Using Keras And Open CV Part 2- Model Creation And Testing,2020-03-20,24468,439,0,Mar
1040,All About Membership In Krish's Channel,2020-03-20,26548,1604,0,Mar
1041,How To Follow My Channel Playlist To Learn Data Science Efficiently,2020-03-19,13826,845,0,Mar
1042,Forecasting Future Sales Using ARIMA and SARIMAX,2020-03-19,159992,2840,0,Mar
1043,Face Recognition Using Keras And OpenCV- Part 1- Data Collection,2020-03-17,54433,962,0,Mar
1044,Uber Data Science Interview Process,2020-03-16,21395,745,0,Mar
1045,Tutorial 33-  Installing Cuda Toolkit And cuDNN For Deep Learning,2020-03-15,105188,1200,0,Mar
1046,E&Y Interview Process For Data Scientist- Job Referrals The Best Way to Get A Job,2020-03-14,43006,1417,0,Mar
1047,Tutorial 13-Hadoop 2.X Yarn Architecture,2020-03-13,5447,103,0,Mar
1048,Tutorial 12- Name Node Architecture,2020-03-13,2160,48,0,Mar
1049,Web Scraping Reviews And Product Information From Flipkart- Showcasing Subscriber's Work,2020-03-13,11473,272,0,Mar
1050,Amazon Data Science Interview- Part 1 & Internship Opportunities,2020-03-12,33242,901,0,Mar
1051,Lecture 4- Bubble Sort -Competitive Programming Problem 2,2020-03-11,6633,176,0,Mar
1052,Visibility Climate Prediction- You Can Add This In Your Resume,2020-03-11,23857,584,0,Mar
1053,Lecture 3-  Competitive Programming Problem 1 Solution- Happy Holi!!,2020-03-10,14259,456,0,Mar
1054,My Laptop Lenovo Legion Y 540 Unboxing For Deep Learning! Important Message At The Last,2020-03-10,68767,2388,0,Mar
1055,Lecture 2- Competitive Programming- Problem Statement 1,2020-03-09,24324,618,0,Mar
1056,Lecture 1-  Data Structures And Analysis Of Algorithms,2020-03-09,41478,1340,0,Mar
1057,Tutorial 33- Chi Square Test Implementation with Python- Hypothesis Testing- Part 2,2020-03-08,57969,932,0,Mar
1058,What is Competitive Programming? Announcement Regarding Data Structure And Algorithms,2020-03-08,5677,340,0,Mar
1059,Tutorial 11- Understanding The HDFS Design- Big Data Tutorial,2020-03-07,2812,46,0,Mar
1060,Tutorial 10-Components Of Hadoop- Big Data Tutorial,2020-03-07,3280,54,0,Mar
1061,Tutorial 9- Introduction To Hadoop - Big Data Tutorial,2020-03-07,2538,69,0,Mar
1062,Tutorial 8-What Are The Problems IN Scaling Out- Big Data Tutorial,2020-03-07,2027,44,0,Mar
1063,Live Q&A Data Science,2020-03-07,3867,258,0,Mar
1064,"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",2020-03-06,119544,3065,0,Mar
1065,Tutorial 40- Decision Tree Split For Numerical Feature,2020-03-06,68301,1798,0,Mar
1066,Tutorial 7- What Is Scaling In Scaling Out- Big Data Tutorial,2020-03-06,7837,115,0,Mar
1067,Tutorial 39- Gini Impurity Intuition In Depth In Decision Tree,2020-03-05,87296,2254,0,Mar
1068,Tutorial 6-  Understanding Of Basic Hadoop Commands-Big Data Tutorial,2020-03-05,2572,40,0,Mar
1069,Tutorial 5- Understanding Hadoop Command Linux- Big Data Tutorial,2020-03-05,5757,104,0,Mar
1070,Tutorial 4- Basics  Of Linux And Practical Implementation- Big Data Tutorial,2020-03-04,5428,101,0,Mar
1071,Tutorial 3- Hadoop System Setup- Big Data Tutorial,2020-03-04,12201,189,0,Mar
1072,Tutorial 2- What All You Will Learn In This Big Data Series,2020-03-03,11356,291,0,Mar
1073,Tutorial 1- Introduction of Big Data- Part 1,2020-03-03,25060,445,0,Mar
1074,Tutorial 38- Decision Tree Information Gain,2020-03-03,121946,3198,0,Mar
1075,Custom Ensemble Approach To Solve Machine Learning Problems,2020-03-02,2733,109,0,Mar
1076,Tutorial 5- MongoDb With Python- Updating Records|Data Science,2020-02-29,8138,174,0,Feb
1077,Tutorial 4- MongoDb With Python- Querying Json Documents|Data Science,2020-02-29,15622,284,0,Feb
1078,Why And How Did I Get Into Data Science? Sharing My Data Science Experience In 20 min,2020-02-28,2934,169,0,Feb
1079,Follow These Steps To Be Successful In IT Industries,2020-02-27,7305,418,0,Feb
1080,Tutorial 36- Logistic Regression Indepth Intuition- Part 2| Data Science,2020-02-26,124811,3054,0,Feb
1081,Tutorial 35- Logistic Regression Indepth Intuition- Part 1| Data Science,2020-02-25,169275,4010,0,Feb
1082,Live Q&A Data Science,2020-02-23,4111,295,0,Feb
1083,Sales Chat Bot Project Using Rasa NLU| Data Science,2020-02-23,13622,259,0,Feb
1084,Resume Discussion for Data Science Role,2020-02-22,4964,187,0,Feb
1085,Be A Guiding Star- Never Give Up|Saturday Motivation,2020-02-22,2857,264,0,Feb
1086,Create Basic Conversational AI Chatbot using RASA NLU,2020-02-21,61629,989,0,Feb
1087,How To Learn Maths For Data Science By Self Study And For Free,2020-02-20,35224,1435,0,Feb
1088,How To Learn Statistics By Self Study And For Free,2020-02-18,40146,1423,0,Feb
1089,30 Days Interview Challenge For Data Science- Ft: Ineuron,2020-02-17,8293,429,0,Feb
1090,Skillset Of Data Scientist In 2020 (Do not Miss this Video),2020-02-16,80475,3384,0,Feb
1091,How To Translate Business Ideas Into Data Science Solutions,2020-02-15,2771,156,0,Feb
1092,Advance House Price Prediction-Feature Selection,2020-02-15,38198,637,0,Feb
1093,Skillset Of Data Analyst in 2020,2020-02-13,32317,1180,0,Feb
1094,Interview Discussion- Solution For Tea Crop Prediction,2020-02-11,5674,267,0,Feb
1095,Silver Play Button Unboxing #100k Subscribers strong,2020-02-10,3822,382,0,Feb
1096,Live Q&A Join Our Affordable AI Course,2020-02-09,7277,305,0,Feb
1097,Interview Discussion For Data Science- Solve This Use Case,2020-02-09,10949,305,0,Feb
1098,How To Become A Data Analytics Manager(Rarest Role In Data Science),2020-02-08,8299,234,0,Feb
1099,Tutorial 3- How To Connect Python With MongoDb- Pymongo Installation,2020-02-07,27708,390,0,Feb
1100,Advance House Price Prediction-Feature Engineering Part 2,2020-02-06,42085,700,0,Feb
1101,Tutorial 2- MongoDb Installation And Basic CRUD Operations,2020-02-06,18653,316,0,Feb
1102,Tutorial 1- Why Do We Require MongoDB,2020-02-05,28200,663,0,Feb
1103,Different Type Of Criticism And How To Handle Them?- Motivation,2020-02-04,3191,228,0,Feb
1104,Advance House Price Prediction-Feature Engineering Part 1,2020-02-03,50699,861,0,Feb
1105,Live Q&A ANSWERING YOUR QUESTIONS,2020-02-02,3862,173,0,Feb
1106,Gartner Hype Cycle For Artificial Intelligence 2019,2020-02-02,2450,68,0,Feb
1107,"Is Data Science, Machine Learning, Deep Learning Evergreen Jobs?",2020-02-01,13586,266,0,Feb
1108,Advance House Price Prediction- Exploratory Data Analysis- Part 2,2020-02-01,56386,1122,0,Feb
1109,Advance House Price Prediction- Exploratory Data Analysis- Part 1,2020-01-31,169778,2252,0,Jan
1110,How Should You Go Ahead In Preparing Data Science Interviews,2020-01-30,6509,414,0,Jan
1111,How To Decide Whether Data Science Is Right For You?,2020-01-29,29956,765,0,Jan
1112,Tutorial 6- Data Transformation Using QlikSense,2020-01-29,3393,41,0,Jan
